"mon_year"	"category"	"n"
"Jul-2004"	7	43
"Jul-2004"	8	17
"Jul-2004"	9	9
"Jul-2004"	10	30
"Jul-2004"	11	22
"Jul-2004"	12	24
"Jul-2004"	13	19
"Jul-2004"	14	24
"Jul-2004"	15	71
"Jul-2004"	16	12
"Jul-2004"	17	2
"Jul-2004"	18	7
"Jul-2004"	19	24
"Jul-2004"	20	27
"Jul-2005"	1	292
"Jul-2005"	2	78
"Jul-2005"	3	78
"Jul-2005"	4	73
"Jul-2005"	5	43
"Jul-2005"	6	32
"Jul-2005"	7	84
"Jul-2005"	8	28
"Jul-2005"	9	22
"Jul-2005"	10	81
"Jul-2005"	11	29
"Jul-2005"	12	41
"Jul-2005"	13	31
"Jul-2005"	14	47
"Jul-2005"	15	120
"Jul-2005"	16	18
"Jul-2005"	17	12
"Jul-2005"	18	28
"Jul-2005"	19	32
"Jul-2005"	20	39
"Jul-2006"	1	204
"Jul-2006"	2	46
"Jul-2006"	3	43
"Jul-2006"	4	58
"Jul-2006"	5	36
"Jul-2006"	6	45
"Jul-2006"	7	89
"Jul-2006"	8	27
"Jul-2006"	9	27
"Jul-2006"	10	77
"Jul-2006"	11	28
"Jul-2006"	12	41
"Jul-2006"	13	22
"Jul-2006"	14	57
"Jul-2006"	15	74
"Jul-2006"	16	11
"Jul-2006"	17	11
"Jul-2006"	18	24
"Jul-2006"	19	25
"Jul-2006"	20	22
"Jul-2007"	1	286
"Jul-2007"	2	71
"Jul-2007"	3	88
"Jul-2007"	4	110
"Jul-2007"	5	61
"Jul-2007"	6	38
"Jul-2007"	7	130
"Jul-2007"	8	25
"Jul-2007"	9	35
"Jul-2007"	10	109
"Jul-2007"	11	36
"Jul-2007"	12	66
"Jul-2007"	13	43
"Jul-2007"	14	71
"Jul-2007"	15	136
"Jul-2007"	16	33
"Jul-2007"	17	11
"Jul-2007"	18	24
"Jul-2007"	19	42
"Jul-2007"	20	49
"Jul-2008"	1	305
"Jul-2008"	2	114
"Jul-2008"	3	103
"Jul-2008"	4	136
"Jul-2008"	5	84
"Jul-2008"	6	49
"Jul-2008"	7	152
"Jul-2008"	8	37
"Jul-2008"	9	48
"Jul-2008"	10	129
"Jul-2008"	11	47
"Jul-2008"	12	63
"Jul-2008"	13	53
"Jul-2008"	14	109
"Jul-2008"	15	165
"Jul-2008"	16	31
"Jul-2008"	17	15
"Jul-2008"	18	52
"Jul-2008"	19	56
"Jul-2008"	20	57
"Jul-2009"	1	247
"Jul-2009"	2	95
"Jul-2009"	3	90
"Jul-2009"	4	123
"Jul-2009"	5	64
"Jul-2009"	6	40
"Jul-2009"	7	134
"Jul-2009"	8	31
"Jul-2009"	9	41
"Jul-2009"	10	132
"Jul-2009"	11	25
"Jul-2009"	12	67
"Jul-2009"	13	42
"Jul-2009"	14	105
"Jul-2009"	15	138
"Jul-2009"	16	38
"Jul-2009"	17	9
"Jul-2009"	18	54
"Jul-2009"	19	47
"Jul-2009"	20	60
"Jul-2010"	1	194
"Jul-2010"	2	93
"Jul-2010"	3	106
"Jul-2010"	4	110
"Jul-2010"	5	55
"Jul-2010"	6	37
"Jul-2010"	7	162
"Jul-2010"	8	36
"Jul-2010"	9	55
"Jul-2010"	10	142
"Jul-2010"	11	42
"Jul-2010"	12	77
"Jul-2010"	13	49
"Jul-2010"	14	134
"Jul-2010"	15	139
"Jul-2010"	16	33
"Jul-2010"	17	11
"Jul-2010"	18	41
"Jul-2010"	19	45
"Jul-2010"	20	68
"Jul-2011"	1	50
"Jul-2011"	2	29
"Jul-2011"	3	24
"Jul-2011"	4	41
"Jul-2011"	5	17
"Jul-2011"	6	12
"Jul-2011"	7	37
"Jul-2011"	8	8
"Jul-2011"	9	6
"Jul-2011"	10	44
"Jul-2011"	11	6
"Jul-2011"	12	21
"Jul-2011"	13	8
"Jul-2011"	14	49
"Jul-2011"	15	22
"Jul-2011"	16	10
"Jul-2011"	17	3
"Jul-2011"	18	11
"Jul-2011"	19	14
"Jul-2011"	20	14
"Jul-2012"	1	97
"Jul-2012"	2	49
"Jul-2012"	3	54
"Jul-2012"	4	83
"Jul-2012"	5	33
"Jul-2012"	6	28
"Jul-2012"	7	69
"Jul-2012"	8	18
"Jul-2012"	9	26
"Jul-2012"	10	70
"Jul-2012"	11	18
"Jul-2012"	12	37
"Jul-2012"	13	25
"Jul-2012"	14	102
"Jul-2012"	15	96
"Jul-2012"	16	22
"Jul-2012"	17	7
"Jul-2012"	18	26
"Jul-2012"	19	29
"Jul-2012"	20	30
"Jul-2013"	1	111
"Jul-2013"	2	48
"Jul-2013"	3	69
"Jul-2013"	4	88
"Jul-2013"	5	39
"Jul-2013"	6	35
"Jul-2013"	7	84
"Jul-2013"	8	26
"Jul-2013"	9	32
"Jul-2013"	10	94
"Jul-2013"	11	21
"Jul-2013"	12	48
"Jul-2013"	13	21
"Jul-2013"	14	93
"Jul-2013"	15	96
"Jul-2013"	16	29
"Jul-2013"	17	6
"Jul-2013"	18	31
"Jul-2013"	19	24
"Jul-2013"	20	38
"Jul-2014"	1	59
"Jul-2014"	2	14
"Jul-2014"	3	51
"Jul-2014"	4	38
"Jul-2014"	5	15
"Jul-2014"	6	12
"Jul-2014"	7	62
"Jul-2014"	8	7
"Jul-2014"	9	12
"Jul-2014"	10	51
"Jul-2014"	11	15
"Jul-2014"	12	29
"Jul-2014"	13	19
"Jul-2014"	14	52
"Jul-2014"	15	54
"Jul-2014"	16	10
"Jul-2014"	17	2
"Jul-2014"	18	19
"Jul-2014"	19	16
"Jul-2014"	20	25
"Jun-2004"	1	250
"Jun-2004"	2	35
"Jun-2004"	3	30
"Jun-2004"	4	28
"Jun-2004"	5	22
"Jun-2004"	6	20
"Jun-2004"	7	46
"Jun-2004"	8	9
"Jun-2004"	9	14
"Jun-2004"	10	39
"Jun-2004"	11	20
"Jun-2004"	12	25
"Jun-2004"	13	11
"Jun-2004"	14	10
"Jun-2004"	15	47
"Jun-2004"	16	15
"Jun-2004"	17	7
"Jun-2004"	18	3
"Jun-2004"	19	25
"Jun-2004"	20	38
"Jun-2004"	NA	1
"Jun-2005"	1	162
"Jun-2005"	2	60
"Jun-2005"	3	49
"Jun-2005"	4	36
"Jun-2005"	5	23
"Jun-2005"	6	25
"Jun-2005"	7	44
"Jun-2005"	8	18
"Jun-2005"	9	22
"Jun-2005"	10	44
"Jun-2005"	11	15
"Jun-2005"	12	20
"Jun-2005"	13	18
"Jun-2005"	14	27
"Jun-2005"	15	65
"Jun-2005"	16	10
"Jun-2005"	17	8
"Jun-2005"	18	15
"Jun-2005"	19	18
"Jun-2005"	20	21
"Jun-2006"	1	161
"Jun-2006"	2	40
"Jun-2006"	3	37
"Jun-2006"	4	54
"Jun-2006"	5	24
"Jun-2006"	6	23
"Jun-2006"	7	61
"Jun-2006"	8	19
"Jun-2006"	9	11
"Jun-2006"	10	52
"Jun-2006"	11	16
"Jun-2006"	12	13
"Jun-2006"	13	15
"Jun-2006"	14	38
"Jun-2006"	15	54
"Jun-2006"	16	9
"Jun-2006"	17	3
"Jun-2006"	18	21
"Jun-2006"	19	26
"Jun-2006"	20	22
"Jun-2007"	1	281
"Jun-2007"	2	73
"Jun-2007"	3	81
"Jun-2007"	4	96
"Jun-2007"	5	57
"Jun-2007"	6	32
"Jun-2007"	7	111
"Jun-2007"	8	27
"Jun-2007"	9	38
"Jun-2007"	10	111
"Jun-2007"	11	37
"Jun-2007"	12	51
"Jun-2007"	13	35
"Jun-2007"	14	80
"Jun-2007"	15	109
"Jun-2007"	16	23
"Jun-2007"	17	11
"Jun-2007"	18	29
"Jun-2007"	19	38
"Jun-2007"	20	36
"Jun-2008"	1	216
"Jun-2008"	2	75
"Jun-2008"	3	65
"Jun-2008"	4	68
"Jun-2008"	5	45
"Jun-2008"	6	29
"Jun-2008"	7	97
"Jun-2008"	8	21
"Jun-2008"	9	29
"Jun-2008"	10	77
"Jun-2008"	11	31
"Jun-2008"	12	64
"Jun-2008"	13	36
"Jun-2008"	14	59
"Jun-2008"	15	83
"Jun-2008"	16	35
"Jun-2008"	17	6
"Jun-2008"	18	34
"Jun-2008"	19	29
"Jun-2008"	20	44
"Jun-2009"	1	350
"Jun-2009"	2	149
"Jun-2009"	3	144
"Jun-2009"	4	182
"Jun-2009"	5	101
"Jun-2009"	6	56
"Jun-2009"	7	198
"Jun-2009"	8	39
"Jun-2009"	9	77
"Jun-2009"	10	168
"Jun-2009"	11	70
"Jun-2009"	12	102
"Jun-2009"	13	64
"Jun-2009"	14	148
"Jun-2009"	15	216
"Jun-2009"	16	54
"Jun-2009"	17	18
"Jun-2009"	18	88
"Jun-2009"	19	81
"Jun-2009"	20	91
"Jun-2010"	1	73
"Jun-2010"	2	46
"Jun-2010"	3	38
"Jun-2010"	4	35
"Jun-2010"	5	31
"Jun-2010"	6	15
"Jun-2010"	7	49
"Jun-2010"	8	15
"Jun-2010"	9	16
"Jun-2010"	10	43
"Jun-2010"	11	11
"Jun-2010"	12	19
"Jun-2010"	13	21
"Jun-2010"	14	45
"Jun-2010"	15	53
"Jun-2010"	16	16
"Jun-2010"	17	3
"Jun-2010"	18	19
"Jun-2010"	19	12
"Jun-2010"	20	24
"Jun-2011"	1	125
"Jun-2011"	2	52
"Jun-2011"	3	64
"Jun-2011"	4	103
"Jun-2011"	5	47
"Jun-2011"	6	35
"Jun-2011"	7	101
"Jun-2011"	8	12
"Jun-2011"	9	32
"Jun-2011"	10	92
"Jun-2011"	11	23
"Jun-2011"	12	53
"Jun-2011"	13	35
"Jun-2011"	14	94
"Jun-2011"	15	91
"Jun-2011"	16	20
"Jun-2011"	17	2
"Jun-2011"	18	24
"Jun-2011"	19	27
"Jun-2011"	20	43
"Jun-2012"	1	198
"Jun-2012"	2	91
"Jun-2012"	3	135
"Jun-2012"	4	166
"Jun-2012"	5	70
"Jun-2012"	6	45
"Jun-2012"	7	153
"Jun-2012"	8	52
"Jun-2012"	9	46
"Jun-2012"	10	163
"Jun-2012"	11	38
"Jun-2012"	12	80
"Jun-2012"	13	51
"Jun-2012"	14	236
"Jun-2012"	15	175
"Jun-2012"	16	44
"Jun-2012"	17	12
"Jun-2012"	18	65
"Jun-2012"	19	55
"Jun-2012"	20	71
"Jun-2013"	1	103
"Jun-2013"	2	48
"Jun-2013"	3	53
"Jun-2013"	4	87
"Jun-2013"	5	26
"Jun-2013"	6	33
"Jun-2013"	7	66
"Jun-2013"	8	17
"Jun-2013"	9	25
"Jun-2013"	10	69
"Jun-2013"	11	19
"Jun-2013"	12	56
"Jun-2013"	13	34
"Jun-2013"	14	85
"Jun-2013"	15	81
"Jun-2013"	16	30
"Jun-2013"	17	6
"Jun-2013"	18	33
"Jun-2013"	19	21
"Jun-2013"	20	45
"Jun-2014"	1	100
"Jun-2014"	2	40
"Jun-2014"	3	96
"Jun-2014"	4	119
"Jun-2014"	5	39
"Jun-2014"	6	35
"Jun-2014"	7	101
"Jun-2014"	8	21
"Jun-2014"	9	31
"Jun-2014"	10	106
"Jun-2014"	11	27
"Jun-2014"	12	64
"Jun-2014"	13	30
"Jun-2014"	14	122
"Jun-2014"	15	113
"Jun-2014"	16	24
"Jun-2014"	17	4
"Jun-2014"	18	41
"Jun-2014"	19	37
"Jun-2014"	20	49
"Mar-2004"	1	99
"Mar-2004"	2	17
"Mar-2004"	3	9
"Mar-2004"	4	10
"Mar-2004"	5	5
"Mar-2004"	6	3
"Mar-2004"	7	12
"Mar-2004"	8	4
"Mar-2004"	9	3
"Mar-2004"	10	15
"Mar-2004"	11	11
"Mar-2004"	12	10
"Mar-2004"	13	5
"Mar-2004"	14	4
"Mar-2004"	15	19
"Mar-2004"	16	3
"Mar-2004"	17	4
"Mar-2004"	18	3
"Mar-2004"	19	4
"Mar-2004"	20	8
"Mar-2005"	1	202
"Mar-2005"	2	59
"Mar-2005"	3	26
"Mar-2005"	4	47
"Mar-2005"	5	37
"Mar-2005"	6	33
"Mar-2005"	7	46
"Mar-2005"	8	13
"Mar-2005"	9	14
"Mar-2005"	10	51
"Mar-2005"	11	23
"Mar-2005"	12	26
"Mar-2005"	13	31
"Mar-2005"	14	14
"Mar-2005"	15	109
"Mar-2005"	16	11
"Mar-2005"	17	4
"Mar-2005"	18	22
"Mar-2005"	19	19
"Mar-2005"	20	17
"Mar-2006"	1	149
"Mar-2006"	2	27
"Mar-2006"	3	23
"Mar-2006"	4	56
"Mar-2006"	5	22
"Mar-2006"	6	26
"Mar-2006"	7	32
"Mar-2006"	8	17
"Mar-2006"	9	15
"Mar-2006"	10	35
"Mar-2006"	11	11
"Mar-2006"	12	19
"Mar-2006"	13	21
"Mar-2006"	14	23
"Mar-2006"	15	60
"Mar-2006"	16	9
"Mar-2006"	17	8
"Mar-2006"	18	15
"Mar-2006"	19	9
"Mar-2006"	20	18
"Mar-2007"	1	205
"Mar-2007"	2	61
"Mar-2007"	3	53
"Mar-2007"	4	65
"Mar-2007"	5	26
"Mar-2007"	6	30
"Mar-2007"	7	77
"Mar-2007"	8	21
"Mar-2007"	9	37
"Mar-2007"	10	79
"Mar-2007"	11	21
"Mar-2007"	12	43
"Mar-2007"	13	34
"Mar-2007"	14	56
"Mar-2007"	15	82
"Mar-2007"	16	10
"Mar-2007"	17	16
"Mar-2007"	18	25
"Mar-2007"	19	36
"Mar-2007"	20	23
"Mar-2008"	1	187
"Mar-2008"	2	51
"Mar-2008"	3	34
"Mar-2008"	4	71
"Mar-2008"	5	46
"Mar-2008"	6	24
"Mar-2008"	7	58
"Mar-2008"	8	20
"Mar-2008"	9	26
"Mar-2008"	10	56
"Mar-2008"	11	17
"Mar-2008"	12	35
"Mar-2008"	13	26
"Mar-2008"	14	51
"Mar-2008"	15	95
"Mar-2008"	16	11
"Mar-2008"	17	6
"Mar-2008"	18	27
"Mar-2008"	19	22
"Mar-2008"	20	37
"Mar-2009"	1	223
"Mar-2009"	2	84
"Mar-2009"	3	85
"Mar-2009"	4	140
"Mar-2009"	5	42
"Mar-2009"	6	24
"Mar-2009"	7	74
"Mar-2009"	8	24
"Mar-2009"	9	38
"Mar-2009"	10	93
"Mar-2009"	11	24
"Mar-2009"	12	54
"Mar-2009"	13	30
"Mar-2009"	14	93
"Mar-2009"	15	124
"Mar-2009"	16	23
"Mar-2009"	17	6
"Mar-2009"	18	36
"Mar-2009"	19	40
"Mar-2009"	20	50
"Mar-2010"	1	289
"Mar-2010"	2	105
"Mar-2010"	3	92
"Mar-2010"	4	157
"Mar-2010"	5	84
"Mar-2010"	6	65
"Mar-2010"	7	136
"Mar-2010"	8	34
"Mar-2010"	9	64
"Mar-2010"	10	159
"Mar-2010"	11	31
"Mar-2010"	12	106
"Mar-2010"	13	50
"Mar-2010"	14	156
"Mar-2010"	15	172
"Mar-2010"	16	32
"Mar-2010"	17	18
"Mar-2010"	18	52
"Mar-2010"	19	64
"Mar-2010"	20	74
"Mar-2011"	1	123
"Mar-2011"	2	50
"Mar-2011"	3	42
"Mar-2011"	4	59
"Mar-2011"	5	28
"Mar-2011"	6	30
"Mar-2011"	7	62
"Mar-2011"	8	19
"Mar-2011"	9	36
"Mar-2011"	10	64
"Mar-2011"	11	21
"Mar-2011"	12	38
"Mar-2011"	13	17
"Mar-2011"	14	58
"Mar-2011"	15	74
"Mar-2011"	16	18
"Mar-2011"	17	10
"Mar-2011"	18	32
"Mar-2011"	19	22
"Mar-2011"	20	31
"Mar-2012"	1	108
"Mar-2012"	2	34
"Mar-2012"	3	47
"Mar-2012"	4	76
"Mar-2012"	5	19
"Mar-2012"	6	21
"Mar-2012"	7	49
"Mar-2012"	8	5
"Mar-2012"	9	39
"Mar-2012"	10	74
"Mar-2012"	11	19
"Mar-2012"	12	40
"Mar-2012"	13	23
"Mar-2012"	14	88
"Mar-2012"	15	70
"Mar-2012"	16	16
"Mar-2012"	17	7
"Mar-2012"	18	27
"Mar-2012"	19	19
"Mar-2012"	20	29
"Mar-2013"	1	181
"Mar-2013"	2	90
"Mar-2013"	3	91
"Mar-2013"	4	164
"Mar-2013"	5	47
"Mar-2013"	6	49
"Mar-2013"	7	127
"Mar-2013"	8	21
"Mar-2013"	9	45
"Mar-2013"	10	135
"Mar-2013"	11	31
"Mar-2013"	12	71
"Mar-2013"	13	60
"Mar-2013"	14	208
"Mar-2013"	15	166
"Mar-2013"	16	34
"Mar-2013"	17	8
"Mar-2013"	18	56
"Mar-2013"	19	53
"Mar-2013"	20	50
"Mar-2014"	1	71
"Mar-2014"	2	31
"Mar-2014"	3	38
"Mar-2014"	4	72
"Mar-2014"	5	19
"Mar-2014"	6	22
"Mar-2014"	7	57
"Mar-2014"	8	10
"Mar-2014"	9	16
"Mar-2014"	10	48
"Mar-2014"	11	15
"Mar-2014"	12	39
"Mar-2014"	13	21
"Mar-2014"	14	64
"Mar-2014"	15	75
"Mar-2014"	16	9
"Mar-2014"	17	3
"Mar-2014"	18	25
"Mar-2014"	19	31
"Mar-2014"	20	33
"May-2004"	1	187
"May-2004"	2	23
"May-2004"	3	32
"May-2004"	4	33
"May-2004"	5	21
"May-2004"	6	16
"May-2004"	7	44
"May-2004"	8	13
"May-2004"	9	10
"May-2004"	10	24
"May-2004"	11	21
"May-2004"	12	14
"May-2004"	13	26
"May-2004"	14	14
"May-2004"	15	73
"May-2004"	16	11
"May-2004"	17	1
"May-2004"	18	8
"May-2004"	19	22
"May-2004"	20	18
"May-2005"	1	261
"May-2005"	2	73
"May-2005"	3	64
"May-2005"	4	55
"May-2005"	5	47
"May-2005"	6	39
"May-2005"	7	94
"May-2005"	8	23
"May-2005"	9	29
"May-2005"	10	72
"May-2005"	11	29
"May-2005"	12	31
"May-2005"	13	36
"May-2005"	14	60
"May-2005"	15	122
"May-2005"	16	21
"May-2005"	17	4
"May-2005"	18	36
"May-2005"	19	29
"May-2005"	20	24
"May-2006"	1	65
"May-2006"	2	14
"May-2006"	3	18
"May-2006"	4	16
"May-2006"	5	12
"May-2006"	6	6
"May-2006"	7	17
"May-2006"	8	8
"May-2006"	9	6
"May-2006"	10	21
"May-2006"	11	4
"May-2006"	12	9
"May-2006"	13	11
"May-2006"	14	18
"May-2006"	15	37
"May-2006"	16	4
"May-2006"	17	3
"May-2006"	18	6
"May-2006"	19	7
"May-2006"	20	13
"May-2007"	1	251
"May-2007"	2	68
"May-2007"	3	71
"May-2007"	4	109
"May-2007"	5	49
"May-2007"	6	51
"May-2007"	7	105
"May-2007"	8	28
"May-2007"	9	47
"May-2007"	10	101
"May-2007"	11	24
"May-2007"	12	43
"May-2007"	13	40
"May-2007"	14	78
"May-2007"	15	141
"May-2007"	16	24
"May-2007"	17	9
"May-2007"	18	30
"May-2007"	19	41
"May-2007"	20	51
"May-2008"	1	359
"May-2008"	2	105
"May-2008"	3	86
"May-2008"	4	137
"May-2008"	5	79
"May-2008"	6	57
"May-2008"	7	168
"May-2008"	8	28
"May-2008"	9	57
"May-2008"	10	117
"May-2008"	11	37
"May-2008"	12	82
"May-2008"	13	49
"May-2008"	14	115
"May-2008"	15	156
"May-2008"	16	33
"May-2008"	17	15
"May-2008"	18	48
"May-2008"	19	46
"May-2008"	20	61
"May-2009"	1	219
"May-2009"	2	69
"May-2009"	3	73
"May-2009"	4	114
"May-2009"	5	68
"May-2009"	6	31
"May-2009"	7	126
"May-2009"	8	22
"May-2009"	9	41
"May-2009"	10	93
"May-2009"	11	21
"May-2009"	12	81
"May-2009"	13	42
"May-2009"	14	79
"May-2009"	15	144
"May-2009"	16	22
"May-2009"	17	10
"May-2009"	18	23
"May-2009"	19	32
"May-2009"	20	42
"May-2010"	1	187
"May-2010"	2	65
"May-2010"	3	77
"May-2010"	4	103
"May-2010"	5	40
"May-2010"	6	31
"May-2010"	7	107
"May-2010"	8	26
"May-2010"	9	63
"May-2010"	10	101
"May-2010"	11	29
"May-2010"	12	63
"May-2010"	13	43
"May-2010"	14	96
"May-2010"	15	127
"May-2010"	16	33
"May-2010"	17	4
"May-2010"	18	35
"May-2010"	19	36
"May-2010"	20	58
"May-2011"	1	132
"May-2011"	2	55
"May-2011"	3	73
"May-2011"	4	67
"May-2011"	5	40
"May-2011"	6	31
"May-2011"	7	83
"May-2011"	8	25
"May-2011"	9	30
"May-2011"	10	92
"May-2011"	11	11
"May-2011"	12	49
"May-2011"	13	27
"May-2011"	14	81
"May-2011"	15	110
"May-2011"	16	28
"May-2011"	17	5
"May-2011"	18	29
"May-2011"	19	12
"May-2011"	20	36
"May-2012"	1	183
"May-2012"	2	83
"May-2012"	3	92
"May-2012"	4	137
"May-2012"	5	48
"May-2012"	6	30
"May-2012"	7	107
"May-2012"	8	34
"May-2012"	9	50
"May-2012"	10	109
"May-2012"	11	41
"May-2012"	12	62
"May-2012"	13	31
"May-2012"	14	142
"May-2012"	15	124
"May-2012"	16	26
"May-2012"	17	6
"May-2012"	18	42
"May-2012"	19	42
"May-2012"	20	65
"May-2013"	1	87
"May-2013"	2	53
"May-2013"	3	70
"May-2013"	4	91
"May-2013"	5	25
"May-2013"	6	28
"May-2013"	7	90
"May-2013"	8	21
"May-2013"	9	28
"May-2013"	10	96
"May-2013"	11	14
"May-2013"	12	51
"May-2013"	13	35
"May-2013"	14	119
"May-2013"	15	87
"May-2013"	16	22
"May-2013"	17	6
"May-2013"	18	36
"May-2013"	19	27
"May-2013"	20	40
"May-2014"	1	144
"May-2014"	2	59
"May-2014"	3	90
"May-2014"	4	129
"May-2014"	5	45
"May-2014"	6	45
"May-2014"	7	118
"May-2014"	8	30
"May-2014"	9	42
"May-2014"	10	130
"May-2014"	11	45
"May-2014"	12	73
"May-2014"	13	53
"May-2014"	14	169
"May-2014"	15	160
"May-2014"	16	26
"May-2014"	17	7
"May-2014"	18	45
"May-2014"	19	47
"May-2014"	20	52
"Nov-2004"	1	240
"Nov-2004"	2	45
"Nov-2004"	3	27
"Nov-2004"	4	63
"Nov-2004"	5	23
"Nov-2004"	6	36
"Nov-2004"	7	49
"Nov-2004"	8	10
"Nov-2004"	9	20
"Nov-2004"	10	54
"Nov-2004"	11	49
"Nov-2004"	12	37
"Nov-2004"	13	30
"Nov-2004"	14	41
"Nov-2004"	15	97
"Nov-2004"	16	9
"Nov-2004"	17	11
"Nov-2004"	18	19
"Nov-2004"	19	41
"Nov-2004"	20	34
"Nov-2004"	NA	11
"Nov-2005"	1	123
"Nov-2005"	2	37
"Nov-2005"	3	20
"Nov-2005"	4	28
"Nov-2005"	5	16
"Nov-2005"	6	16
"Nov-2005"	7	31
"Nov-2005"	8	13
"Nov-2005"	9	8
"Nov-2005"	10	35
"Nov-2005"	11	9
"Nov-2005"	12	22
"Nov-2005"	13	18
"Nov-2005"	14	30
"Nov-2005"	15	51
"Nov-2005"	16	8
"Nov-2005"	17	8
"Nov-2005"	18	12
"Nov-2005"	19	13
"Nov-2005"	20	14
"Nov-2007"	1	146
"Nov-2007"	2	66
"Nov-2007"	3	35
"Nov-2007"	4	51
"Nov-2007"	5	33
"Nov-2007"	6	18
"Nov-2007"	7	39
"Nov-2007"	8	15
"Nov-2007"	9	25
"Nov-2007"	10	48
"Nov-2007"	11	24
"Nov-2007"	12	46
"Nov-2007"	13	19
"Nov-2007"	14	34
"Nov-2007"	15	57
"Nov-2007"	16	20
"Nov-2007"	17	5
"Nov-2007"	18	18
"Nov-2007"	19	30
"Nov-2007"	20	27
"Nov-2008"	1	245
"Nov-2008"	2	64
"Nov-2008"	3	51
"Nov-2008"	4	95
"Nov-2008"	5	45
"Nov-2008"	6	51
"Nov-2008"	7	81
"Nov-2008"	8	26
"Nov-2008"	9	36
"Nov-2008"	10	75
"Nov-2008"	11	50
"Nov-2008"	12	68
"Nov-2008"	13	49
"Nov-2008"	14	88
"Nov-2008"	15	123
"Nov-2008"	16	27
"Nov-2008"	17	12
"Nov-2008"	18	34
"Nov-2008"	19	56
"Nov-2008"	20	51
"Nov-2009"	1	209
"Nov-2009"	2	62
"Nov-2009"	3	59
"Nov-2009"	4	97
"Nov-2009"	5	45
"Nov-2009"	6	34
"Nov-2009"	7	66
"Nov-2009"	8	30
"Nov-2009"	9	47
"Nov-2009"	10	95
"Nov-2009"	11	38
"Nov-2009"	12	71
"Nov-2009"	13	35
"Nov-2009"	14	112
"Nov-2009"	15	93
"Nov-2009"	16	16
"Nov-2009"	17	5
"Nov-2009"	18	38
"Nov-2009"	19	40
"Nov-2009"	20	36
"Nov-2010"	1	189
"Nov-2010"	2	84
"Nov-2010"	3	76
"Nov-2010"	4	87
"Nov-2010"	5	43
"Nov-2010"	6	37
"Nov-2010"	7	74
"Nov-2010"	8	29
"Nov-2010"	9	48
"Nov-2010"	10	131
"Nov-2010"	11	39
"Nov-2010"	12	73
"Nov-2010"	13	45
"Nov-2010"	14	118
"Nov-2010"	15	143
"Nov-2010"	16	18
"Nov-2010"	17	5
"Nov-2010"	18	44
"Nov-2010"	19	37
"Nov-2010"	20	44
"Nov-2011"	1	168
"Nov-2011"	2	91
"Nov-2011"	3	76
"Nov-2011"	4	113
"Nov-2011"	5	50
"Nov-2011"	6	37
"Nov-2011"	7	94
"Nov-2011"	8	21
"Nov-2011"	9	42
"Nov-2011"	10	116
"Nov-2011"	11	68
"Nov-2011"	12	88
"Nov-2011"	13	40
"Nov-2011"	14	141
"Nov-2011"	15	120
"Nov-2011"	16	27
"Nov-2011"	17	3
"Nov-2011"	18	50
"Nov-2011"	19	50
"Nov-2011"	20	42
"Nov-2012"	1	86
"Nov-2012"	2	47
"Nov-2012"	3	50
"Nov-2012"	4	53
"Nov-2012"	5	25
"Nov-2012"	6	29
"Nov-2012"	7	44
"Nov-2012"	8	15
"Nov-2012"	9	28
"Nov-2012"	10	61
"Nov-2012"	11	29
"Nov-2012"	12	60
"Nov-2012"	13	17
"Nov-2012"	14	110
"Nov-2012"	15	67
"Nov-2012"	16	27
"Nov-2012"	17	3
"Nov-2012"	18	26
"Nov-2012"	19	27
"Nov-2012"	20	37
"Nov-2013"	1	66
"Nov-2013"	2	31
"Nov-2013"	3	48
"Nov-2013"	4	53
"Nov-2013"	5	22
"Nov-2013"	6	23
"Nov-2013"	7	53
"Nov-2013"	8	10
"Nov-2013"	9	25
"Nov-2013"	10	48
"Nov-2013"	11	29
"Nov-2013"	12	45
"Nov-2013"	13	17
"Nov-2013"	14	66
"Nov-2013"	15	61
"Nov-2013"	16	11
"Nov-2013"	17	5
"Nov-2013"	18	24
"Nov-2013"	19	15
"Nov-2013"	20	23
"Oct-2004"	1	180
"Oct-2004"	2	40
"Oct-2004"	3	34
"Oct-2004"	4	34
"Oct-2004"	5	21
"Oct-2004"	6	45
"Oct-2004"	7	47
"Oct-2004"	8	12
"Oct-2004"	9	7
"Oct-2004"	10	33
"Oct-2004"	11	25
"Oct-2004"	12	25
"Oct-2004"	13	17
"Oct-2004"	14	30
"Oct-2004"	15	68
"Oct-2004"	16	12
"Oct-2004"	17	1
"Oct-2004"	18	20
"Oct-2004"	19	49
"Oct-2004"	20	26
"Oct-2004"	NA	7
"Oct-2006"	1	193
"Oct-2006"	2	52
"Oct-2006"	3	34
"Oct-2006"	4	54
"Oct-2006"	5	34
"Oct-2006"	6	31
"Oct-2006"	7	56
"Oct-2006"	8	9
"Oct-2006"	9	19
"Oct-2006"	10	48
"Oct-2006"	11	26
"Oct-2006"	12	35
"Oct-2006"	13	22
"Oct-2006"	14	35
"Oct-2006"	15	104
"Oct-2006"	16	12
"Oct-2006"	17	2
"Oct-2006"	18	19
"Oct-2006"	19	43
"Oct-2006"	20	32
"Oct-2007"	1	134
"Oct-2007"	2	42
"Oct-2007"	3	41
"Oct-2007"	4	42
"Oct-2007"	5	28
"Oct-2007"	6	19
"Oct-2007"	7	43
"Oct-2007"	8	10
"Oct-2007"	9	20
"Oct-2007"	10	46
"Oct-2007"	11	10
"Oct-2007"	12	36
