"mon_year"	"category"	"n"
"Oct-2007"	13	18
"Oct-2007"	14	32
"Oct-2007"	15	66
"Oct-2007"	16	9
"Oct-2007"	17	4
"Oct-2007"	18	29
"Oct-2007"	19	23
"Oct-2007"	20	24
"Oct-2008"	1	178
"Oct-2008"	2	50
"Oct-2008"	3	51
"Oct-2008"	4	96
"Oct-2008"	5	38
"Oct-2008"	6	36
"Oct-2008"	7	62
"Oct-2008"	8	15
"Oct-2008"	9	43
"Oct-2008"	10	66
"Oct-2008"	11	38
"Oct-2008"	12	50
"Oct-2008"	13	21
"Oct-2008"	14	72
"Oct-2008"	15	108
"Oct-2008"	16	16
"Oct-2008"	17	8
"Oct-2008"	18	30
"Oct-2008"	19	36
"Oct-2008"	20	41
"Oct-2009"	1	161
"Oct-2009"	2	78
"Oct-2009"	3	61
"Oct-2009"	4	93
"Oct-2009"	5	44
"Oct-2009"	6	37
"Oct-2009"	7	89
"Oct-2009"	8	23
"Oct-2009"	9	42
"Oct-2009"	10	100
"Oct-2009"	11	30
"Oct-2009"	12	74
"Oct-2009"	13	46
"Oct-2009"	14	82
"Oct-2009"	15	118
"Oct-2009"	16	21
"Oct-2009"	17	15
"Oct-2009"	18	52
"Oct-2009"	19	36
"Oct-2009"	20	51
"Oct-2010"	1	43
"Oct-2010"	2	14
"Oct-2010"	3	15
"Oct-2010"	4	19
"Oct-2010"	5	7
"Oct-2010"	6	7
"Oct-2010"	7	21
"Oct-2010"	8	1
"Oct-2010"	9	9
"Oct-2010"	10	25
"Oct-2010"	11	9
"Oct-2010"	12	18
"Oct-2010"	13	5
"Oct-2010"	14	19
"Oct-2010"	15	18
"Oct-2010"	16	7
"Oct-2010"	17	1
"Oct-2010"	18	9
"Oct-2010"	19	6
"Oct-2010"	20	11
"Oct-2011"	1	185
"Oct-2011"	2	58
"Oct-2011"	3	84
"Oct-2011"	4	98
"Oct-2011"	5	53
"Oct-2011"	6	38
"Oct-2011"	7	75
"Oct-2011"	8	23
"Oct-2011"	9	39
"Oct-2011"	10	93
"Oct-2011"	11	33
"Oct-2011"	12	64
"Oct-2011"	13	32
"Oct-2011"	14	108
"Oct-2011"	15	123
"Oct-2011"	16	24
"Oct-2011"	17	9
"Oct-2011"	18	40
"Oct-2011"	19	50
"Oct-2011"	20	48
"Oct-2012"	1	122
"Oct-2012"	2	55
"Oct-2012"	3	55
"Oct-2012"	4	117
"Oct-2012"	5	37
"Oct-2012"	6	33
"Oct-2012"	7	76
"Oct-2012"	8	18
"Oct-2012"	9	41
"Oct-2012"	10	97
"Oct-2012"	11	28
"Oct-2012"	12	41
"Oct-2012"	13	27
"Oct-2012"	14	115
"Oct-2012"	15	99
"Oct-2012"	16	19
"Oct-2012"	17	6
"Oct-2012"	18	58
"Oct-2012"	19	39
"Oct-2012"	20	42
"Oct-2013"	1	97
"Oct-2013"	2	54
"Oct-2013"	3	44
"Oct-2013"	4	65
"Oct-2013"	5	27
"Oct-2013"	6	18
"Oct-2013"	7	42
"Oct-2013"	8	14
"Oct-2013"	9	23
"Oct-2013"	10	87
"Oct-2013"	11	18
"Oct-2013"	12	26
"Oct-2013"	13	25
"Oct-2013"	14	85
"Oct-2013"	15	79
"Oct-2013"	16	12
"Oct-2013"	17	1
"Oct-2013"	18	35
"Oct-2013"	19	21
"Oct-2013"	20	40
"Sep-2004"	1	247
"Sep-2004"	2	41
"Sep-2004"	3	39
"Sep-2004"	4	24
"Sep-2004"	5	18
"Sep-2004"	6	22
"Sep-2004"	7	35
"Sep-2004"	8	15
"Sep-2004"	9	20
"Sep-2004"	10	33
"Sep-2004"	11	30
"Sep-2004"	12	34
"Sep-2004"	13	29
"Sep-2004"	14	26
"Sep-2004"	15	75
"Sep-2004"	16	14
"Sep-2004"	17	3
"Sep-2004"	18	17
"Sep-2004"	19	21
"Sep-2004"	20	24
"Sep-2005"	1	110
"Sep-2005"	2	26
"Sep-2005"	3	26
"Sep-2005"	4	26
"Sep-2005"	5	16
"Sep-2005"	6	18
"Sep-2005"	7	41
"Sep-2005"	8	11
"Sep-2005"	9	5
"Sep-2005"	10	25
"Sep-2005"	11	14
"Sep-2005"	12	17
"Sep-2005"	13	14
"Sep-2005"	14	20
"Sep-2005"	15	42
"Sep-2005"	16	4
"Sep-2005"	17	1
"Sep-2005"	18	11
"Sep-2005"	19	14
"Sep-2005"	20	14
"Sep-2006"	1	310
"Sep-2006"	2	81
"Sep-2006"	3	63
"Sep-2006"	4	75
"Sep-2006"	5	49
"Sep-2006"	6	39
"Sep-2006"	7	89
"Sep-2006"	8	28
"Sep-2006"	9	29
"Sep-2006"	10	89
"Sep-2006"	11	30
"Sep-2006"	12	48
"Sep-2006"	13	40
"Sep-2006"	14	61
"Sep-2006"	15	124
"Sep-2006"	16	26
"Sep-2006"	17	12
"Sep-2006"	18	26
"Sep-2006"	19	33
"Sep-2006"	20	41
"Sep-2007"	1	241
"Sep-2007"	2	85
"Sep-2007"	3	56
"Sep-2007"	4	90
"Sep-2007"	5	53
"Sep-2007"	6	41
"Sep-2007"	7	86
"Sep-2007"	8	19
"Sep-2007"	9	35
"Sep-2007"	10	74
"Sep-2007"	11	29
"Sep-2007"	12	56
"Sep-2007"	13	32
"Sep-2007"	14	61
"Sep-2007"	15	110
"Sep-2007"	16	20
"Sep-2007"	17	12
"Sep-2007"	18	27
"Sep-2007"	19	37
"Sep-2007"	20	32
"Sep-2008"	1	194
"Sep-2008"	2	81
"Sep-2008"	3	50
"Sep-2008"	4	78
"Sep-2008"	5	37
"Sep-2008"	6	33
"Sep-2008"	7	69
"Sep-2008"	8	17
"Sep-2008"	9	26
"Sep-2008"	10	59
"Sep-2008"	11	22
"Sep-2008"	12	42
"Sep-2008"	13	35
"Sep-2008"	14	72
"Sep-2008"	15	106
"Sep-2008"	16	22
"Sep-2008"	17	11
"Sep-2008"	18	26
"Sep-2008"	19	51
"Sep-2008"	20	38
"Sep-2009"	1	200
"Sep-2009"	2	70
"Sep-2009"	3	93
"Sep-2009"	4	107
"Sep-2009"	5	54
"Sep-2009"	6	46
"Sep-2009"	7	92
"Sep-2009"	8	26
"Sep-2009"	9	41
"Sep-2009"	10	105
"Sep-2009"	11	30
"Sep-2009"	12	68
"Sep-2009"	13	39
"Sep-2009"	14	91
"Sep-2009"	15	139
"Sep-2009"	16	26
"Sep-2009"	17	7
"Sep-2009"	18	36
"Sep-2009"	19	39
"Sep-2009"	20	47
"Sep-2010"	1	50
"Sep-2010"	2	19
"Sep-2010"	3	14
"Sep-2010"	4	22
"Sep-2010"	5	18
"Sep-2010"	6	8
"Sep-2010"	7	17
"Sep-2010"	8	11
"Sep-2010"	9	6
"Sep-2010"	10	28
"Sep-2010"	11	13
"Sep-2010"	12	19
"Sep-2010"	13	13
"Sep-2010"	14	29
"Sep-2010"	15	39
"Sep-2010"	16	4
"Sep-2010"	17	3
"Sep-2010"	18	14
"Sep-2010"	19	13
"Sep-2010"	20	20
"Sep-2011"	1	159
"Sep-2011"	2	58
"Sep-2011"	3	72
"Sep-2011"	4	107
"Sep-2011"	5	57
"Sep-2011"	6	29
"Sep-2011"	7	108
"Sep-2011"	8	19
"Sep-2011"	9	36
"Sep-2011"	10	100
"Sep-2011"	11	36
"Sep-2011"	12	55
"Sep-2011"	13	47
"Sep-2011"	14	124
"Sep-2011"	15	123
"Sep-2011"	16	19
"Sep-2011"	17	9
"Sep-2011"	18	61
"Sep-2011"	19	38
"Sep-2011"	20	38
"Sep-2012"	1	130
"Sep-2012"	2	75
"Sep-2012"	3	55
"Sep-2012"	4	89
"Sep-2012"	5	38
"Sep-2012"	6	38
"Sep-2012"	7	69
"Sep-2012"	8	21
"Sep-2012"	9	34
"Sep-2012"	10	85
"Sep-2012"	11	21
"Sep-2012"	12	49
"Sep-2012"	13	31
"Sep-2012"	14	111
"Sep-2012"	15	89
"Sep-2012"	16	18
"Sep-2012"	17	3
"Sep-2012"	18	38
"Sep-2012"	19	24
"Sep-2012"	20	48
"Sep-2013"	1	109
"Sep-2013"	2	56
"Sep-2013"	3	56
"Sep-2013"	4	78
"Sep-2013"	5	36
"Sep-2013"	6	32
"Sep-2013"	7	70
"Sep-2013"	8	17
"Sep-2013"	9	34
"Sep-2013"	10	90
"Sep-2013"	11	30
"Sep-2013"	12	42
"Sep-2013"	13	24
"Sep-2013"	14	122
"Sep-2013"	15	80
"Sep-2013"	16	27
"Sep-2013"	17	5
"Sep-2013"	18	59
"Sep-2013"	19	42
"Sep-2013"	20	38
"Sep-2014"	1	57
"Sep-2014"	2	40
"Sep-2014"	3	25
"Sep-2014"	4	60
"Sep-2014"	5	26
"Sep-2014"	6	23
"Sep-2014"	7	54
"Sep-2014"	8	13
"Sep-2014"	9	27
"Sep-2014"	10	50
"Sep-2014"	11	19
"Sep-2014"	12	33
"Sep-2014"	13	23
"Sep-2014"	14	77
"Sep-2014"	15	62
"Sep-2014"	16	18
"Sep-2014"	17	3
"Sep-2014"	18	29
"Sep-2014"	19	20
"Sep-2014"	20	34
