"mon_year"	"category"	"n"
"Feb-2010"	"grab bag"	68
"Feb-2010"	"health & fitness"	139
"Feb-2010"	"home & garden"	91
"Feb-2010"	"human relations"	126
"Feb-2010"	"law & government"	62
"Feb-2010"	"media & arts"	156
"Feb-2010"	"pets & animals"	30
"Feb-2010"	"religion & philosophy"	11
"Feb-2010"	"science & nature"	27
"Feb-2010"	"shopping"	24
"Feb-2010"	"society & culture"	47
"Feb-2010"	"sports, hobbies, & recreation"	78
"Feb-2010"	"technology"	107
"Feb-2010"	"travel & transportation"	108
"Feb-2010"	"work & money"	140
"Feb-2010"	"writing & language"	53
"Feb-2011"	"clothing, beauty, & fashion"	3
"Feb-2011"	"computers & internet"	44
"Feb-2011"	"education"	11
"Feb-2011"	"food & drink"	7
"Feb-2011"	"grab bag"	13
"Feb-2011"	"health & fitness"	21
"Feb-2011"	"home & garden"	17
"Feb-2011"	"human relations"	30
"Feb-2011"	"law & government"	8
"Feb-2011"	"media & arts"	31
"Feb-2011"	"pets & animals"	3
"Feb-2011"	"religion & philosophy"	1
"Feb-2011"	"science & nature"	3
"Feb-2011"	"shopping"	3
"Feb-2011"	"society & culture"	9
"Feb-2011"	"sports, hobbies, & recreation"	4
"Feb-2011"	"technology"	14
"Feb-2011"	"travel & transportation"	15
"Feb-2011"	"work & money"	30
"Feb-2011"	"writing & language"	7
"Feb-2012"	"clothing, beauty, & fashion"	39
"Feb-2012"	"computers & internet"	201
"Feb-2012"	"education"	41
"Feb-2012"	"food & drink"	55
"Feb-2012"	"grab bag"	55
"Feb-2012"	"health & fitness"	129
"Feb-2012"	"home & garden"	84
"Feb-2012"	"human relations"	139
"Feb-2012"	"law & government"	49
"Feb-2012"	"media & arts"	135
"Feb-2012"	"pets & animals"	23
"Feb-2012"	"religion & philosophy"	11
"Feb-2012"	"science & nature"	24
"Feb-2012"	"shopping"	28
"Feb-2012"	"society & culture"	42
"Feb-2012"	"sports, hobbies, & recreation"	47
"Feb-2012"	"technology"	75
"Feb-2012"	"travel & transportation"	80
"Feb-2012"	"work & money"	145
"Feb-2012"	"writing & language"	46
"Feb-2013"	"clothing, beauty, & fashion"	16
"Feb-2013"	"computers & internet"	81
"Feb-2013"	"education"	21
"Feb-2013"	"food & drink"	35
"Feb-2013"	"grab bag"	20
"Feb-2013"	"health & fitness"	63
"Feb-2013"	"home & garden"	33
"Feb-2013"	"human relations"	80
"Feb-2013"	"law & government"	18
"Feb-2013"	"media & arts"	58
"Feb-2013"	"pets & animals"	7
"Feb-2013"	"religion & philosophy"	2
"Feb-2013"	"science & nature"	11
"Feb-2013"	"shopping"	7
"Feb-2013"	"society & culture"	19
"Feb-2013"	"sports, hobbies, & recreation"	21
"Feb-2013"	"technology"	40
"Feb-2013"	"travel & transportation"	47
"Feb-2013"	"work & money"	65
"Feb-2013"	"writing & language"	18
"Feb-2014"	"clothing, beauty, & fashion"	26
"Feb-2014"	"computers & internet"	94
"Feb-2014"	"education"	34
"Feb-2014"	"food & drink"	30
"Feb-2014"	"grab bag"	28
"Feb-2014"	"health & fitness"	59
"Feb-2014"	"home & garden"	45
"Feb-2014"	"human relations"	98
"Feb-2014"	"law & government"	25
"Feb-2014"	"media & arts"	83
"Feb-2014"	"pets & animals"	15
"Feb-2014"	"religion & philosophy"	8
"Feb-2014"	"science & nature"	16
"Feb-2014"	"shopping"	26
"Feb-2014"	"society & culture"	26
"Feb-2014"	"sports, hobbies, & recreation"	35
"Feb-2014"	"technology"	41
"Feb-2014"	"travel & transportation"	49
"Feb-2014"	"work & money"	73
"Feb-2014"	"writing & language"	28
"Jan-2004"	"clothing, beauty, & fashion"	13
"Jan-2004"	"computers & internet"	237
"Jan-2004"	"education"	16
"Jan-2004"	"food & drink"	23
"Jan-2004"	"grab bag"	13
"Jan-2004"	"health & fitness"	31
"Jan-2004"	"home & garden"	27
"Jan-2004"	"human relations"	10
"Jan-2004"	"law & government"	23
"Jan-2004"	"media & arts"	61
"Jan-2004"	"pets & animals"	16
"Jan-2004"	"religion & philosophy"	7
"Jan-2004"	"science & nature"	7
"Jan-2004"	"shopping"	25
"Jan-2004"	"society & culture"	11
"Jan-2004"	"sports, hobbies, & recreation"	18
"Jan-2004"	"technology"	39
"Jan-2004"	"travel & transportation"	35
"Jan-2004"	"work & money"	39
"Jan-2004"	"writing & language"	15
"Jan-2005"	"clothing, beauty, & fashion"	13
"Jan-2005"	"computers & internet"	280
"Jan-2005"	"education"	28
"Jan-2005"	"food & drink"	45
"Jan-2005"	"grab bag"	26
"Jan-2005"	"health & fitness"	56
"Jan-2005"	"home & garden"	47
"Jan-2005"	"human relations"	40
"Jan-2005"	"law & government"	30
"Jan-2005"	"media & arts"	119
"Jan-2005"	"pets & animals"	18
"Jan-2005"	"religion & philosophy"	6
"Jan-2005"	"science & nature"	15
"Jan-2005"	"shopping"	37
"Jan-2005"	"society & culture"	40
"Jan-2005"	"sports, hobbies, & recreation"	28
"Jan-2005"	"technology"	65
"Jan-2005"	"travel & transportation"	70
"Jan-2005"	"work & money"	66
"Jan-2005"	"writing & language"	52
"Jan-2006"	"clothing, beauty, & fashion"	29
"Jan-2006"	"computers & internet"	352
"Jan-2006"	"education"	27
"Jan-2006"	"food & drink"	71
"Jan-2006"	"grab bag"	39
"Jan-2006"	"health & fitness"	105
"Jan-2006"	"home & garden"	57
"Jan-2006"	"human relations"	50
"Jan-2006"	"law & government"	53
"Jan-2006"	"media & arts"	121
"Jan-2006"	"pets & animals"	14
"Jan-2006"	"religion & philosophy"	9
"Jan-2006"	"science & nature"	33
"Jan-2006"	"shopping"	27
"Jan-2006"	"society & culture"	35
"Jan-2006"	"sports, hobbies, & recreation"	56
"Jan-2006"	"technology"	92
"Jan-2006"	"travel & transportation"	90
"Jan-2006"	"work & money"	88
"Jan-2006"	"writing & language"	38
"Jan-2007"	"clothing, beauty, & fashion"	10
"Jan-2007"	"computers & internet"	59
"Jan-2007"	"education"	4
"Jan-2007"	"food & drink"	14
"Jan-2007"	"grab bag"	7
"Jan-2007"	"health & fitness"	34
"Jan-2007"	"home & garden"	14
"Jan-2007"	"human relations"	21
"Jan-2007"	"law & government"	12
"Jan-2007"	"media & arts"	28
"Jan-2007"	"pets & animals"	7
"Jan-2007"	"science & nature"	7
"Jan-2007"	"shopping"	8
"Jan-2007"	"society & culture"	12
"Jan-2007"	"sports, hobbies, & recreation"	12
"Jan-2007"	"technology"	8
"Jan-2007"	"travel & transportation"	26
"Jan-2007"	"work & money"	25
"Jan-2007"	"writing & language"	13
"Jan-2008"	"clothing, beauty, & fashion"	52
"Jan-2008"	"computers & internet"	312
"Jan-2008"	"education"	44
"Jan-2008"	"food & drink"	83
"Jan-2008"	"grab bag"	57
"Jan-2008"	"health & fitness"	113
"Jan-2008"	"home & garden"	74
"Jan-2008"	"human relations"	76
"Jan-2008"	"law & government"	85
"Jan-2008"	"media & arts"	196
"Jan-2008"	"pets & animals"	24
"Jan-2008"	"religion & philosophy"	13
"Jan-2008"	"science & nature"	36
"Jan-2008"	"shopping"	37
"Jan-2008"	"society & culture"	43
"Jan-2008"	"sports, hobbies, & recreation"	72
"Jan-2008"	"technology"	104
"Jan-2008"	"travel & transportation"	113
"Jan-2008"	"work & money"	129
"Jan-2008"	"writing & language"	51
"Jan-2009"	"clothing, beauty, & fashion"	25
"Jan-2009"	"computers & internet"	177
"Jan-2009"	"education"	32
"Jan-2009"	"food & drink"	52
"Jan-2009"	"grab bag"	36
"Jan-2009"	"health & fitness"	72
"Jan-2009"	"home & garden"	50
"Jan-2009"	"human relations"	70
"Jan-2009"	"law & government"	35
"Jan-2009"	"media & arts"	103
"Jan-2009"	"pets & animals"	17
"Jan-2009"	"religion & philosophy"	3
"Jan-2009"	"science & nature"	18
"Jan-2009"	"shopping"	23
"Jan-2009"	"society & culture"	31
"Jan-2009"	"sports, hobbies, & recreation"	47
"Jan-2009"	"technology"	54
"Jan-2009"	"travel & transportation"	66
"Jan-2009"	"work & money"	73
"Jan-2009"	"writing & language"	24
"Jan-2010"	"clothing, beauty, & fashion"	40
"Jan-2010"	"computers & internet"	182
"Jan-2010"	"education"	42
"Jan-2010"	"food & drink"	62
"Jan-2010"	"grab bag"	38
"Jan-2010"	"health & fitness"	94
"Jan-2010"	"home & garden"	64
"Jan-2010"	"human relations"	101
"Jan-2010"	"law & government"	43
"Jan-2010"	"media & arts"	108
"Jan-2010"	"pets & animals"	13
"Jan-2010"	"religion & philosophy"	9
"Jan-2010"	"science & nature"	25
"Jan-2010"	"shopping"	21
"Jan-2010"	"society & culture"	36
"Jan-2010"	"sports, hobbies, & recreation"	40
"Jan-2010"	"technology"	57
"Jan-2010"	"travel & transportation"	91
"Jan-2010"	"work & money"	106
"Jan-2010"	"writing & language"	17
"Jan-2011"	"clothing, beauty, & fashion"	44
"Jan-2011"	"computers & internet"	258
"Jan-2011"	"education"	65
"Jan-2011"	"food & drink"	95
"Jan-2011"	"grab bag"	78
"Jan-2011"	"health & fitness"	160
"Jan-2011"	"home & garden"	90
"Jan-2011"	"human relations"	137
"Jan-2011"	"law & government"	55
"Jan-2011"	"media & arts"	190
"Jan-2011"	"pets & animals"	38
"Jan-2011"	"religion & philosophy"	15
"Jan-2011"	"science & nature"	35
"Jan-2011"	"shopping"	59
"Jan-2011"	"society & culture"	56
"Jan-2011"	"sports, hobbies, & recreation"	49
"Jan-2011"	"technology"	114
"Jan-2011"	"travel & transportation"	106
"Jan-2011"	"work & money"	138
"Jan-2011"	"writing & language"	40
"Jan-2012"	"clothing, beauty, & fashion"	42
"Jan-2012"	"computers & internet"	198
"Jan-2012"	"education"	44
"Jan-2012"	"food & drink"	71
"Jan-2012"	"grab bag"	38
"Jan-2012"	"health & fitness"	112
"Jan-2012"	"home & garden"	68
"Jan-2012"	"human relations"	120
"Jan-2012"	"law & government"	35
"Jan-2012"	"media & arts"	124
"Jan-2012"	"pets & animals"	30
"Jan-2012"	"religion & philosophy"	10
"Jan-2012"	"science & nature"	17
"Jan-2012"	"shopping"	31
"Jan-2012"	"society & culture"	37
"Jan-2012"	"sports, hobbies, & recreation"	56
"Jan-2012"	"technology"	82
"Jan-2012"	"travel & transportation"	93
"Jan-2012"	"work & money"	129
"Jan-2012"	"writing & language"	34
"Jan-2013"	"clothing, beauty, & fashion"	14
"Jan-2013"	"computers & internet"	80
"Jan-2013"	"education"	24
"Jan-2013"	"food & drink"	24
"Jan-2013"	"grab bag"	27
"Jan-2013"	"health & fitness"	46
"Jan-2013"	"home & garden"	36
"Jan-2013"	"human relations"	63
"Jan-2013"	"law & government"	16
"Jan-2013"	"media & arts"	66
"Jan-2013"	"pets & animals"	14
"Jan-2013"	"religion & philosophy"	4
"Jan-2013"	"science & nature"	8
"Jan-2013"	"shopping"	16
"Jan-2013"	"society & culture"	14
"Jan-2013"	"sports, hobbies, & recreation"	21
"Jan-2013"	"technology"	32
"Jan-2013"	"travel & transportation"	46
"Jan-2013"	"work & money"	73
"Jan-2013"	"writing & language"	18
"Jan-2014"	"clothing, beauty, & fashion"	20
"Jan-2014"	"computers & internet"	69
"Jan-2014"	"education"	27
"Jan-2014"	"food & drink"	31
"Jan-2014"	"grab bag"	24
"Jan-2014"	"health & fitness"	61
"Jan-2014"	"home & garden"	56
"Jan-2014"	"human relations"	67
"Jan-2014"	"law & government"	27
"Jan-2014"	"media & arts"	66
"Jan-2014"	"pets & animals"	14
"Jan-2014"	"religion & philosophy"	4
"Jan-2014"	"science & nature"	12
"Jan-2014"	"shopping"	18
"Jan-2014"	"society & culture"	19
"Jan-2014"	"sports, hobbies, & recreation"	25
"Jan-2014"	"technology"	53
"Jan-2014"	"travel & transportation"	54
"Jan-2014"	"work & money"	85
"Jan-2014"	"writing & language"	18
"Jul-2004"	"clothing, beauty, & fashion"	7
"Jul-2004"	"computers & internet"	225
"Jul-2004"	"education"	9
"Jul-2004"	"food & drink"	24
"Jul-2004"	"grab bag"	27
"Jul-2004"	"health & fitness"	30
"Jul-2004"	"home & garden"	29
"Jul-2004"	"human relations"	24
"Jul-2004"	"law & government"	24
"Jul-2004"	"media & arts"	71
"Jul-2004"	"pets & animals"	12
"Jul-2004"	"religion & philosophy"	2
"Jul-2004"	"science & nature"	17
"Jul-2004"	"shopping"	22
"Jul-2004"	"society & culture"	11
"Jul-2004"	"sports, hobbies, & recreation"	28
"Jul-2004"	"technology"	41
"Jul-2004"	"travel & transportation"	43
"Jul-2004"	"work & money"	26
"Jul-2004"	"writing & language"	19
"Jul-2005"	"clothing, beauty, & fashion"	28
"Jul-2005"	"computers & internet"	292
"Jul-2005"	"education"	22
"Jul-2005"	"food & drink"	41
"Jul-2005"	"grab bag"	39
"Jul-2005"	"health & fitness"	81
"Jul-2005"	"home & garden"	78
"Jul-2005"	"human relations"	47
"Jul-2005"	"law & government"	32
"Jul-2005"	"media & arts"	120
"Jul-2005"	"pets & animals"	18
"Jul-2005"	"religion & philosophy"	12
"Jul-2005"	"science & nature"	28
"Jul-2005"	"shopping"	29
"Jul-2005"	"society & culture"	32
"Jul-2005"	"sports, hobbies, & recreation"	43
"Jul-2005"	"technology"	78
"Jul-2005"	"travel & transportation"	84
"Jul-2005"	"work & money"	73
"Jul-2005"	"writing & language"	31
"Jul-2006"	"clothing, beauty, & fashion"	24
"Jul-2006"	"computers & internet"	204
"Jul-2006"	"education"	27
"Jul-2006"	"food & drink"	41
"Jul-2006"	"grab bag"	22
"Jul-2006"	"health & fitness"	77
"Jul-2006"	"home & garden"	43
"Jul-2006"	"human relations"	57
"Jul-2006"	"law & government"	25
"Jul-2006"	"media & arts"	74
"Jul-2006"	"pets & animals"	11
"Jul-2006"	"religion & philosophy"	11
"Jul-2006"	"science & nature"	27
"Jul-2006"	"shopping"	28
"Jul-2006"	"society & culture"	45
"Jul-2006"	"sports, hobbies, & recreation"	36
"Jul-2006"	"technology"	46
"Jul-2006"	"travel & transportation"	89
"Jul-2006"	"work & money"	58
"Jul-2006"	"writing & language"	22
"Jul-2007"	"clothing, beauty, & fashion"	24
"Jul-2007"	"computers & internet"	286
"Jul-2007"	"education"	35
"Jul-2007"	"food & drink"	66
"Jul-2007"	"grab bag"	49
"Jul-2007"	"health & fitness"	109
"Jul-2007"	"home & garden"	88
"Jul-2007"	"human relations"	71
"Jul-2007"	"law & government"	42
"Jul-2007"	"media & arts"	136
"Jul-2007"	"pets & animals"	33
"Jul-2007"	"religion & philosophy"	11
"Jul-2007"	"science & nature"	25
"Jul-2007"	"shopping"	36
"Jul-2007"	"society & culture"	38
"Jul-2007"	"sports, hobbies, & recreation"	61
"Jul-2007"	"technology"	71
"Jul-2007"	"travel & transportation"	130
"Jul-2007"	"work & money"	110
"Jul-2007"	"writing & language"	43
"Jul-2008"	"clothing, beauty, & fashion"	52
"Jul-2008"	"computers & internet"	305
"Jul-2008"	"education"	48
"Jul-2008"	"food & drink"	63
"Jul-2008"	"grab bag"	57
"Jul-2008"	"health & fitness"	129
"Jul-2008"	"home & garden"	103
"Jul-2008"	"human relations"	109
"Jul-2008"	"law & government"	56
"Jul-2008"	"media & arts"	165
"Jul-2008"	"pets & animals"	31
"Jul-2008"	"religion & philosophy"	15
"Jul-2008"	"science & nature"	37
"Jul-2008"	"shopping"	47
"Jul-2008"	"society & culture"	49
"Jul-2008"	"sports, hobbies, & recreation"	84
"Jul-2008"	"technology"	114
"Jul-2008"	"travel & transportation"	152
"Jul-2008"	"work & money"	136
"Jul-2008"	"writing & language"	53
"Jul-2009"	"clothing, beauty, & fashion"	54
"Jul-2009"	"computers & internet"	247
"Jul-2009"	"education"	41
"Jul-2009"	"food & drink"	67
"Jul-2009"	"grab bag"	60
"Jul-2009"	"health & fitness"	132
"Jul-2009"	"home & garden"	90
"Jul-2009"	"human relations"	105
"Jul-2009"	"law & government"	47
"Jul-2009"	"media & arts"	138
"Jul-2009"	"pets & animals"	38
"Jul-2009"	"religion & philosophy"	9
"Jul-2009"	"science & nature"	31
"Jul-2009"	"shopping"	25
"Jul-2009"	"society & culture"	40
"Jul-2009"	"sports, hobbies, & recreation"	64
"Jul-2009"	"technology"	95
"Jul-2009"	"travel & transportation"	134
"Jul-2009"	"work & money"	123
"Jul-2009"	"writing & language"	42
"Jul-2010"	"clothing, beauty, & fashion"	41
"Jul-2010"	"computers & internet"	194
"Jul-2010"	"education"	55
"Jul-2010"	"food & drink"	77
"Jul-2010"	"grab bag"	68
"Jul-2010"	"health & fitness"	142
"Jul-2010"	"home & garden"	106
"Jul-2010"	"human relations"	134
"Jul-2010"	"law & government"	45
"Jul-2010"	"media & arts"	139
"Jul-2010"	"pets & animals"	33
"Jul-2010"	"religion & philosophy"	11
"Jul-2010"	"science & nature"	36
"Jul-2010"	"shopping"	42
"Jul-2010"	"society & culture"	37
"Jul-2010"	"sports, hobbies, & recreation"	55
"Jul-2010"	"technology"	93
"Jul-2010"	"travel & transportation"	162
"Jul-2010"	"work & money"	110
"Jul-2010"	"writing & language"	49
"Jul-2011"	"clothing, beauty, & fashion"	11
"Jul-2011"	"computers & internet"	50
"Jul-2011"	"education"	6
"Jul-2011"	"food & drink"	21
"Jul-2011"	"grab bag"	14
"Jul-2011"	"health & fitness"	44
"Jul-2011"	"home & garden"	24
"Jul-2011"	"human relations"	49
"Jul-2011"	"law & government"	14
"Jul-2011"	"media & arts"	22
"Jul-2011"	"pets & animals"	10
"Jul-2011"	"religion & philosophy"	3
"Jul-2011"	"science & nature"	8
"Jul-2011"	"shopping"	6
"Jul-2011"	"society & culture"	12
"Jul-2011"	"sports, hobbies, & recreation"	17
"Jul-2011"	"technology"	29
"Jul-2011"	"travel & transportation"	37
"Jul-2011"	"work & money"	41
"Jul-2011"	"writing & language"	8
"Jul-2012"	"clothing, beauty, & fashion"	26
"Jul-2012"	"computers & internet"	97
"Jul-2012"	"education"	26
"Jul-2012"	"food & drink"	37
"Jul-2012"	"grab bag"	30
"Jul-2012"	"health & fitness"	70
"Jul-2012"	"home & garden"	54
"Jul-2012"	"human relations"	102
"Jul-2012"	"law & government"	29
"Jul-2012"	"media & arts"	96
"Jul-2012"	"pets & animals"	22
"Jul-2012"	"religion & philosophy"	7
"Jul-2012"	"science & nature"	18
"Jul-2012"	"shopping"	18
"Jul-2012"	"society & culture"	28
"Jul-2012"	"sports, hobbies, & recreation"	33
"Jul-2012"	"technology"	49
"Jul-2012"	"travel & transportation"	69
"Jul-2012"	"work & money"	83
"Jul-2012"	"writing & language"	25
"Jul-2013"	"clothing, beauty, & fashion"	31
"Jul-2013"	"computers & internet"	111
"Jul-2013"	"education"	32
"Jul-2013"	"food & drink"	48
"Jul-2013"	"grab bag"	38
"Jul-2013"	"health & fitness"	94
"Jul-2013"	"home & garden"	69
"Jul-2013"	"human relations"	93
"Jul-2013"	"law & government"	24
"Jul-2013"	"media & arts"	96
"Jul-2013"	"pets & animals"	29
"Jul-2013"	"religion & philosophy"	6
"Jul-2013"	"science & nature"	26
"Jul-2013"	"shopping"	21
"Jul-2013"	"society & culture"	35
"Jul-2013"	"sports, hobbies, & recreation"	39
"Jul-2013"	"technology"	48
"Jul-2013"	"travel & transportation"	84
"Jul-2013"	"work & money"	88
"Jul-2013"	"writing & language"	21
"Jul-2014"	"clothing, beauty, & fashion"	19
"Jul-2014"	"computers & internet"	59
"Jul-2014"	"education"	12
"Jul-2014"	"food & drink"	29
"Jul-2014"	"grab bag"	25
"Jul-2014"	"health & fitness"	51
"Jul-2014"	"home & garden"	51
"Jul-2014"	"human relations"	52
"Jul-2014"	"law & government"	16
"Jul-2014"	"media & arts"	54
"Jul-2014"	"pets & animals"	10
"Jul-2014"	"religion & philosophy"	2
"Jul-2014"	"science & nature"	7
"Jul-2014"	"shopping"	15
"Jul-2014"	"society & culture"	12
"Jul-2014"	"sports, hobbies, & recreation"	15
"Jul-2014"	"technology"	14
"Jul-2014"	"travel & transportation"	62
"Jul-2014"	"work & money"	38
"Jul-2014"	"writing & language"	19
"Jun-2004"	"clothing, beauty, & fashion"	3
"Jun-2004"	"computers & internet"	250
"Jun-2004"	"education"	14
"Jun-2004"	"food & drink"	25
"Jun-2004"	"grab bag"	38
"Jun-2004"	"health & fitness"	39
"Jun-2004"	"home & garden"	30
"Jun-2004"	"human relations"	10
"Jun-2004"	"law & government"	25
"Jun-2004"	"media & arts"	47
"Jun-2004"	"pets & animals"	15
"Jun-2004"	"religion & philosophy"	7
"Jun-2004"	"science & nature"	9
"Jun-2004"	"shopping"	20
"Jun-2004"	"society & culture"	20
"Jun-2004"	"sports, hobbies, & recreation"	22
"Jun-2004"	"technology"	35
"Jun-2004"	"travel & transportation"	46
"Jun-2004"	"work & money"	28
"Jun-2004"	"writing & language"	11
"Jun-2005"	"clothing, beauty, & fashion"	15
"Jun-2005"	"computers & internet"	162
"Jun-2005"	"education"	22
"Jun-2005"	"food & drink"	20
"Jun-2005"	"grab bag"	21
"Jun-2005"	"health & fitness"	44
"Jun-2005"	"home & garden"	49
"Jun-2005"	"human relations"	27
"Jun-2005"	"law & government"	18
"Jun-2005"	"media & arts"	65
"Jun-2005"	"pets & animals"	10
"Jun-2005"	"religion & philosophy"	8
"Jun-2005"	"science & nature"	18
"Jun-2005"	"shopping"	15
"Jun-2005"	"society & culture"	25
"Jun-2005"	"sports, hobbies, & recreation"	23
"Jun-2005"	"technology"	60
"Jun-2005"	"travel & transportation"	44
"Jun-2005"	"work & money"	36
"Jun-2005"	"writing & language"	18
"Jun-2006"	"clothing, beauty, & fashion"	21
"Jun-2006"	"computers & internet"	161
"Jun-2006"	"education"	11
"Jun-2006"	"food & drink"	13
"Jun-2006"	"grab bag"	22
"Jun-2006"	"health & fitness"	52
"Jun-2006"	"home & garden"	37
"Jun-2006"	"human relations"	38
"Jun-2006"	"law & government"	26
"Jun-2006"	"media & arts"	54
"Jun-2006"	"pets & animals"	9
"Jun-2006"	"religion & philosophy"	3
"Jun-2006"	"science & nature"	19
"Jun-2006"	"shopping"	16
"Jun-2006"	"society & culture"	23
"Jun-2006"	"sports, hobbies, & recreation"	24
"Jun-2006"	"technology"	40
"Jun-2006"	"travel & transportation"	61
"Jun-2006"	"work & money"	54
"Jun-2006"	"writing & language"	15
"Jun-2007"	"clothing, beauty, & fashion"	29
"Jun-2007"	"computers & internet"	281
"Jun-2007"	"education"	38
"Jun-2007"	"food & drink"	51
"Jun-2007"	"grab bag"	36
"Jun-2007"	"health & fitness"	111
"Jun-2007"	"home & garden"	81
"Jun-2007"	"human relations"	80
"Jun-2007"	"law & government"	38
"Jun-2007"	"media & arts"	109
"Jun-2007"	"pets & animals"	23
"Jun-2007"	"religion & philosophy"	11
"Jun-2007"	"science & nature"	27
"Jun-2007"	"shopping"	37
"Jun-2007"	"society & culture"	32
"Jun-2007"	"sports, hobbies, & recreation"	57
"Jun-2007"	"technology"	73
"Jun-2007"	"travel & transportation"	111
"Jun-2007"	"work & money"	96
"Jun-2007"	"writing & language"	35
"Jun-2008"	"clothing, beauty, & fashion"	34
"Jun-2008"	"computers & internet"	216
"Jun-2008"	"education"	29
"Jun-2008"	"food & drink"	64
"Jun-2008"	"grab bag"	44
"Jun-2008"	"health & fitness"	77
"Jun-2008"	"home & garden"	65
"Jun-2008"	"human relations"	59
"Jun-2008"	"law & government"	29
"Jun-2008"	"media & arts"	83
"Jun-2008"	"pets & animals"	35
"Jun-2008"	"religion & philosophy"	6
"Jun-2008"	"science & nature"	21
"Jun-2008"	"shopping"	31
"Jun-2008"	"society & culture"	29
"Jun-2008"	"sports, hobbies, & recreation"	45
"Jun-2008"	"technology"	75
"Jun-2008"	"travel & transportation"	97
"Jun-2008"	"work & money"	68
"Jun-2008"	"writing & language"	36
"Jun-2009"	"clothing, beauty, & fashion"	88
"Jun-2009"	"computers & internet"	350
"Jun-2009"	"education"	77
"Jun-2009"	"food & drink"	102
"Jun-2009"	"grab bag"	91
"Jun-2009"	"health & fitness"	168
"Jun-2009"	"home & garden"	144
"Jun-2009"	"human relations"	148
"Jun-2009"	"law & government"	81
"Jun-2009"	"media & arts"	216
"Jun-2009"	"pets & animals"	54
"Jun-2009"	"religion & philosophy"	18
"Jun-2009"	"science & nature"	39
"Jun-2009"	"shopping"	70
"Jun-2009"	"society & culture"	56
"Jun-2009"	"sports, hobbies, & recreation"	101
"Jun-2009"	"technology"	149
"Jun-2009"	"travel & transportation"	198
"Jun-2009"	"work & money"	182
"Jun-2009"	"writing & language"	64
"Jun-2010"	"clothing, beauty, & fashion"	19
"Jun-2010"	"computers & internet"	73
"Jun-2010"	"education"	16
"Jun-2010"	"food & drink"	19
"Jun-2010"	"grab bag"	24
"Jun-2010"	"health & fitness"	43
"Jun-2010"	"home & garden"	38
"Jun-2010"	"human relations"	45
"Jun-2010"	"law & government"	12
"Jun-2010"	"media & arts"	53
"Jun-2010"	"pets & animals"	16
"Jun-2010"	"religion & philosophy"	3
"Jun-2010"	"science & nature"	15
"Jun-2010"	"shopping"	11
"Jun-2010"	"society & culture"	15
"Jun-2010"	"sports, hobbies, & recreation"	31
"Jun-2010"	"technology"	46
"Jun-2010"	"travel & transportation"	49
"Jun-2010"	"work & money"	35
"Jun-2010"	"writing & language"	21
"Jun-2011"	"clothing, beauty, & fashion"	24
"Jun-2011"	"computers & internet"	125
"Jun-2011"	"education"	32
"Jun-2011"	"food & drink"	53
"Jun-2011"	"grab bag"	43
"Jun-2011"	"health & fitness"	92
"Jun-2011"	"home & garden"	64
"Jun-2011"	"human relations"	94
"Jun-2011"	"law & government"	27
"Jun-2011"	"media & arts"	91
"Jun-2011"	"pets & animals"	20
"Jun-2011"	"religion & philosophy"	2
"Jun-2011"	"science & nature"	12
"Jun-2011"	"shopping"	23
"Jun-2011"	"society & culture"	35
"Jun-2011"	"sports, hobbies, & recreation"	47
"Jun-2011"	"technology"	52
"Jun-2011"	"travel & transportation"	101
"Jun-2011"	"work & money"	103
"Jun-2011"	"writing & language"	35
"Jun-2012"	"clothing, beauty, & fashion"	65
"Jun-2012"	"computers & internet"	198
"Jun-2012"	"education"	46
"Jun-2012"	"food & drink"	80
"Jun-2012"	"grab bag"	71
"Jun-2012"	"health & fitness"	163
"Jun-2012"	"home & garden"	135
"Jun-2012"	"human relations"	236
"Jun-2012"	"law & government"	55
"Jun-2012"	"media & arts"	175
"Jun-2012"	"pets & animals"	44
"Jun-2012"	"religion & philosophy"	12
"Jun-2012"	"science & nature"	52
"Jun-2012"	"shopping"	38
"Jun-2012"	"society & culture"	45
"Jun-2012"	"sports, hobbies, & recreation"	70
"Jun-2012"	"technology"	91
"Jun-2012"	"travel & transportation"	153
"Jun-2012"	"work & money"	166
"Jun-2012"	"writing & language"	51
"Jun-2013"	"clothing, beauty, & fashion"	33
"Jun-2013"	"computers & internet"	103
"Jun-2013"	"education"	25
"Jun-2013"	"food & drink"	56
"Jun-2013"	"grab bag"	45
"Jun-2013"	"health & fitness"	69
"Jun-2013"	"home & garden"	53
"Jun-2013"	"human relations"	85
"Jun-2013"	"law & government"	21
"Jun-2013"	"media & arts"	81
"Jun-2013"	"pets & animals"	30
"Jun-2013"	"religion & philosophy"	6
"Jun-2013"	"science & nature"	17
"Jun-2013"	"shopping"	19
"Jun-2013"	"society & culture"	33
"Jun-2013"	"sports, hobbies, & recreation"	26
"Jun-2013"	"technology"	48
"Jun-2013"	"travel & transportation"	66
"Jun-2013"	"work & money"	87
"Jun-2013"	"writing & language"	34
"Jun-2014"	"clothing, beauty, & fashion"	41
"Jun-2014"	"computers & internet"	100
"Jun-2014"	"education"	31
"Jun-2014"	"food & drink"	64
"Jun-2014"	"grab bag"	49
"Jun-2014"	"health & fitness"	106
"Jun-2014"	"home & garden"	96
"Jun-2014"	"human relations"	122
"Jun-2014"	"law & government"	37
"Jun-2014"	"media & arts"	113
"Jun-2014"	"pets & animals"	24
